,EloDiff,HomeElo,AwayElo,HomeFormPoints_5,AwayFormPoints_5,SeasonEncoded,SeasonYear,Month,Date
159,26.818595406181885,1491.3164826227694,1464.4978872165875,1.4,1.4,0,2000,12,9
160,36.963351622767505,1545.5246326835652,1508.5612810607977,1.4,1.0,0,2000,12,9
161,-63.2780292085431,1439.1087330242665,1502.3867622328096,1.0,1.4,0,2000,12,9
162,-101.35754992838383,1488.6843637775935,1590.0419137059773,0.8,2.6,0,2000,12,9
163,-30.283735201369154,1477.7629657895177,1508.0467009908868,1.4,0.8,0,2000,12,9
164,90.27251928462465,1530.5422762328642,1440.2697569482395,2.6,0.2,0,2000,12,9
165,1.289076014017155,1523.8508947760727,1522.5618187620555,2.6,1.2,0,2000,12,9
166,-48.153898007891485,1449.1560565673178,1497.3099545752093,0.6,1.8,0,2000,12,9
167,-97.92210732974877,1439.6141283314787,1537.5362356612275,0.8,1.4,0,2000,12,10
168,-3.74208262906086,1519.7425362058514,1523.4846188349122,1.2,2.4,0,2000,12,10
169,-37.88101141318339,1485.9327809429699,1523.8137923561533,1.4,2.2,0,2000,12,16
170,44.74451617675982,1533.376917203556,1488.6324010267963,2.4,1.2,0,2000,12,16
171,62.065690982417664,1522.598921181975,1460.5332301995572,0.8,0.8,0,2000,12,16
172,2.9080358820965557,1455.2682590097,1452.3602231276034,1.8,0.8,0,2000,12,16
173,-67.7350336238685,1432.8110772057885,1500.546110829657,0.8,1.2,0,2000,12,16
174,58.71102915757865,1499.6211760004278,1440.9101468428491,1.4,1.0,0,2000,12,16
175,-40.82369022170701,1497.1772657536083,1538.0009559753153,1.2,2.4,0,2000,12,16
176,33.26850941750308,1524.7901408651028,1491.5216314475997,1.8,0.8,0,2000,12,16
177,77.35440819876362,1587.204646035971,1509.8502378372075,2.0,1.2,0,2000,12,17
178,-53.87938932970815,1500.585348414227,1554.464737743935,1.6,1.4,0,2000,12,18
179,-37.469257549331815,1442.4439211739707,1479.9131787233025,1.0,0.8,0,2000,12,22
180,11.107722923127767,1533.8355120478693,1522.7277891247415,1.8,1.6,0,2000,12,23
181,56.0367870034745,1488.6208699548974,1432.584082951423,1.8,1.0,0,2000,12,23
182,-42.76267892852138,1465.1845609633326,1507.947239891854,1.8,1.4,0,2000,12,23
183,-12.48440176587701,1508.346888255677,1520.831290021554,1.2,1.4,0,2000,12,23
184,64.53047211326839,1526.8313334732466,1462.3008613599782,2.4,0.8,0,2000,12,23
185,-30.88567397431507,1522.0406033616443,1552.9262773359594,1.8,1.4,0,2000,12,23
186,32.91814100448437,1575.0142805115343,1542.0961395070499,2.0,1.8,0,2000,12,23
187,-4.542523909548436,1482.4762602648332,1487.0187841743816,0.8,0.8,0,2000,12,23
188,57.387490741654574,1502.1238088222026,1444.736318080548,1.2,1.0,0,2000,12,23
189,-1.476264484876765,1542.0396504790797,1543.5159149639564,2.0,1.8,0,2000,12,26
190,-53.597530538178944,1530.4721146274615,1584.0696451656404,1.2,2.0,0,2000,12,26
191,-110.81195411446583,1424.1831099184103,1534.9950640328761,0.8,2.4,0,2000,12,26
192,33.36983582749508,1476.8880472757382,1443.5182114482432,0.2,1.4,0,2000,12,26
193,-86.55402654280579,1446.3732036757183,1532.927230218524,1.4,1.8,0,2000,12,26
194,-1.9834548923995499,1496.72260875737,1498.7060636497695,1.4,0.6,0,2000,12,26
195,20.44038904517788,1513.0473862086544,1492.6069971634765,1.6,0.8,0,2000,12,26
196,36.018931865033665,1533.0407748529437,1497.02184298791,1.4,2.0,0,2000,12,26
197,-22.2720612974681,1454.1371308003486,1476.4091920978167,1.0,2.0,0,2000,12,26
198,-21.648034778002284,1478.83888844903,1500.4869232270323,1.4,0.6,0,2000,12,27
199,42.143117038696346,1532.0077648155245,1489.8646477768282,2.0,0.6,0,2000,12,30
200,-28.417345410333382,1454.7772956093916,1483.194641019725,1.0,1.4,0,2000,12,30
201,10.172580086152038,1552.0821405308236,1541.9095604446716,1.6,2.0,0,2000,12,30
202,-85.75940972201442,1506.7796965580392,1592.5391062800536,1.4,1.6,0,2000,12,30
203,13.692136610460466,1489.4611638992342,1475.7690272887737,2.0,1.4,0,2000,12,30
204,4.338410014994452,1458.8141400307481,1454.4757300157537,1.6,1.6,0,2000,12,30
205,-59.41089065181518,1492.378543125571,1551.7894337773862,1.8,1.0,0,2000,1,1
206,-23.94780048771895,1498.0548530253293,1522.0026535130482,2.0,1.0,0,2000,1,1
207,9.007199500416846,1454.6005930039623,1445.5933935035455,1.2,0.6,0,2000,1,1
208,0.23238605935398482,1466.1629147675817,1465.9305287082277,2.0,0.2,0,2000,1,1
209,29.95969880656071,1488.6489758491002,1458.6892770425395,0.8,1.8,0,2000,1,1
210,116.20481140559741,1533.4734249122125,1417.268613506615,1.2,0.8,0,2000,1,1
211,21.419017443068014,1520.4862938634942,1499.0672764204262,1.8,1.4,0,2000,1,1
212,67.65994777183414,1590.1196901242402,1522.459742352406,2.0,1.0,0,2000,1,1
213,1.401564711035462,1542.202267198109,1540.8007024870735,2.0,1.4,0,2000,1,1
214,-28.127402608573448,1481.0717101052792,1509.1991127138526,1.0,1.4,0,2000,1,2
215,-167.7026523070224,1430.4938780696052,1598.1965303766276,0.6,2.6,0,2000,1,13
216,-41.93621389553118,1445.852583480585,1487.7887973761162,0.4,1.4,0,2000,1,13
217,-18.556114895471183,1511.3144699103514,1529.8705848058225,0.8,2.4,0,2000,1,13
218,-35.94230047691826,1455.9372173156814,1491.8795177925997,0.4,1.0,0,2000,1,13
219,44.04990199960935,1498.391305026532,1454.3414030269228,1.4,1.2,0,2000,1,13
220,-16.606770644604467,1459.5494555155235,1476.156226160128,1.8,1.4,0,2000,1,13
221,-14.389066325810063,1489.6829854780979,1504.072051803908,1.6,2.0,0,2000,1,13
222,-37.779025041782006,1514.3829021000186,1552.1619271418006,0.8,2.6,0,2000,1,13
223,31.352888471023107,1540.0959250990493,1508.7430366280262,1.0,1.6,0,2000,1,13
224,10.592882194159529,1530.841042543382,1520.2481603492224,1.4,1.2,0,2000,1,14
225,-30.893245632677235,1509.6430036886386,1540.5362493213158,2.2,1.4,0,2000,1,20
226,-11.365534144395724,1445.6025110668504,1456.9680452112461,1.0,0.8,0,2000,1,20
227,28.624831551352145,1465.6786085545746,1437.0537770032224,1.0,0.6,0,2000,1,20
228,-10.542593133125592,1496.5876038534789,1507.1301969866045,0.8,2.0,0,2000,1,20
229,-28.64300446714833,1510.5529535712885,1539.1959580384369,0.8,1.2,0,2000,1,20
230,69.30993101513263,1539.3370041362095,1470.027073121077,2.0,1.8,0,2000,1,20
231,101.8645499589386,1603.712600538903,1501.8480505799644,2.6,0.6,0,2000,1,20
232,0.7517904210280903,1490.848689897035,1490.096899476007,1.0,1.6,0,2000,1,20
233,136.10101687894212,1561.078824786272,1424.9778079073299,2.2,0.8,0,2000,1,21
234,-1.8078666495482594,1503.6581378059989,1505.4660044555471,1.6,0.8,0,2000,1,22
235,7.807779623067745,1494.6987306013664,1486.8909509782986,0.0,1.4,0,2000,1,24
236,109.66709211733314,1538.373408755051,1428.706316637718,1.2,0.8,0,2000,1,30
237,38.8535931283036,1503.710171921342,1464.8565787930384,2.2,0.8,0,2000,1,30
238,3.7029968999995617,1520.5298467617843,1516.8268498617847,2.2,1.4,0,2000,1,31
239,-5.3548891983307385,1466.641035480422,1471.9959246787528,1.0,1.4,0,2000,1,31
240,61.186118320195646,1497.1156391178702,1435.9295207976745,2.0,0.4,0,2000,1,31
241,-99.49234581377505,1437.8758067647586,1537.3681525785337,0.6,1.6,0,2000,1,31
242,-21.25696514473202,1490.1185377099423,1511.3755028546743,1.6,0.2,0,2000,1,31
243,-53.511604461617026,1557.350316055884,1610.861920517501,1.6,2.6,0,2000,1,31
244,14.58691867710445,1505.413970340204,1490.8270516630996,1.0,1.2,0,2000,1,31
245,-62.712067130391915,1421.761975331403,1484.4740424617949,0.8,0.6,0,2000,2,3
246,-117.64513415917054,1427.6726159021955,1545.317750061366,0.2,1.6,0,2000,2,3
247,-92.90820308862726,1455.9702365449675,1548.8784396335948,1.4,1.4,0,2000,2,3
248,24.27686223482101,1529.6494062481702,1505.3725440133492,1.2,2.4,0,2000,2,3
249,-29.658829490840162,1500.7644404881662,1530.4232699790064,0.8,2.0,0,2000,2,3
250,29.58595136107988,1534.5803229458957,1504.9943715848158,2.2,0.4,0,2000,2,3
251,152.53864756181838,1619.33379693979,1466.7951493779717,3.0,1.0,0,2000,2,3
252,31.178174383806436,1471.841810781203,1440.6636363973967,1.4,0.8,0,2000,2,3
253,-21.349863750924897,1491.246650418488,1512.5965141694128,1.4,1.8,0,2000,2,3
254,-55.14650747543919,1460.9236458267605,1516.0701533021997,1.2,2.0,0,2000,2,7
255,33.10359489865732,1552.055391857977,1518.9517969593196,2.2,0.6,0,2000,2,10
256,21.741562445751697,1492.688394338037,1470.9468318922852,0.8,1.4,0,2000,2,10
257,-105.63361270562086,1519.5716877853804,1625.2053004910013,1.6,2.6,0,2000,2,10
258,-49.1183291884272,1462.497693493365,1511.6160226817922,1.6,0.8,0,2000,2,10
259,45.913724995647044,1514.4961056355953,1468.5823806399483,2.2,1.0,0,2000,2,10
260,-50.30176130788436,1441.5586152863145,1491.860376594199,0.6,1.4,0,2000,2,10
261,87.18197662128955,1500.7296000764504,1413.5476234551609,1.6,0.2,0,2000,2,10
262,-7.464527640371898,1536.266295538614,1543.730823178986,1.0,1.8,0,2000,2,10
263,5.04936134913919,1511.9827879937018,1506.9334266445626,1.8,1.2,0,2000,2,11
264,74.9088972461409,1495.8438713517255,1420.9349741055846,0.6,0.2,0,2000,2,12
265,35.99963345990545,1509.901722199095,1473.9020887391896,1.2,1.0,0,2000,2,24
266,-98.77923913836094,1423.0582267844406,1521.8374659228016,0.4,1.8,0,2000,2,24
267,-22.16719296146107,1469.896244452607,1492.0634374140682,1.6,0.8,0,2000,2,24
268,-87.7150693914482,1406.0055492814213,1493.7206186728695,0.2,1.2,0,2000,2,24
269,-36.269481427681285,1500.2116274359676,1536.4811088636488,1.4,0.4,0,2000,2,24
270,-36.69988543393606,1471.571788816254,1508.27167425019,0.8,2.2,0,2000,2,24
271,-12.759634483034233,1500.4226073399022,1513.1822418229365,1.2,2.2,0,2000,2,24
272,64.08236417485136,1497.0787487154628,1432.9963845406114,1.2,1.2,0,2000,2,24
273,61.14979834206156,1622.255264960263,1561.1054666182015,2.6,2.0,0,2000,2,25
274,-20.32039566397907,1464.934549247997,1485.254944911976,1.0,0.8,0,2000,3,3
275,51.59926647331258,1552.847548093663,1501.2482816203503,2.4,1.0,0,2000,3,3
276,-96.69460737925624,1425.8271159368624,1522.5217233161186,0.6,1.6,0,2000,3,3
277,-10.256290902051433,1480.5334032198607,1490.7896941219121,2.0,1.0,0,2000,3,3
278,-32.26423847064757,1511.2517713833035,1543.5160098539511,1.8,1.2,0,2000,3,3
279,-72.39908954662906,1444.8201883440981,1517.2192778907272,1.0,2.6,0,2000,3,3
280,-56.4443915946631,1462.6241851757168,1519.0685767703799,0.8,1.8,0,2000,3,3
281,-107.69802844387505,1522.8151550409266,1630.5131834848016,1.8,2.2,0,2000,3,3
282,120.39137535634723,1518.8692616902877,1398.4778863339404,1.2,0.0,0,2000,3,4
283,44.01468626949827,1525.4409649163129,1481.4262786468146,0.4,1.0,0,2000,3,5
284,-27.08572184008358,1492.7226042857774,1519.808326125861,0.8,1.6,0,2000,3,7
285,-42.850066785775425,1482.686389203878,1525.5364559896534,1.6,1.2,0,2000,3,10
286,-8.361222521925129,1517.4581201185697,1525.8193426404948,1.2,1.8,0,2000,3,17
287,-45.06366279164672,1391.8106920345747,1436.8743548262214,0.2,1.0,0,2000,3,17
288,4.849457540107778,1529.0303118993572,1524.1808543592495,1.0,1.0,0,2000,3,17
289,105.33124533367914,1627.5089958852334,1522.1777505515543,2.2,1.8,0,2000,3,17
290,20.436101058596478,1484.6707428861234,1464.234641827527,0.2,1.2,0,2000,3,17
291,-30.80872891589661,1483.500618512281,1514.3093474281777,0.8,1.8,0,2000,3,17
292,51.954066931718444,1480.4945800588384,1428.54051312712,1.4,0.6,0,2000,3,17
293,59.64636013475433,1525.165111408604,1465.5187512738496,3.0,1.0,0,2000,3,17
294,-67.45972766288219,1493.9134977653537,1561.3732254282359,1.2,2.0,0,2000,3,18
295,41.76151340276601,1532.5900306857004,1490.8285172829344,1.2,2.2,0,2000,3,18
296,70.445347060534,1559.4556159535257,1489.0102688929917,2.0,1.2,0,2000,3,31
297,-80.98271826100063,1393.100503760944,1474.0832220219447,0.4,0.4,0,2000,3,31
298,44.06857966325538,1518.890742354961,1474.8221626917057,1.6,1.0,0,2000,3,31
299,-71.9999304807011,1420.0248242929667,1492.0247547736678,1.2,1.6,0,2000,3,31
300,-103.17311464822819,1531.393793194967,1634.5669078431952,1.6,1.6,0,2000,3,31
301,-60.24656414021183,1435.584543099852,1495.8311072400638,0.8,1.6,0,2000,3,31
302,-1.2583098553629952,1534.3204239036456,1535.5787337590086,1.0,2.2,0,2000,3,31
303,17.166205899265833,1474.3850480788215,1457.2188421795556,0.6,1.4,0,2000,3,31
304,-7.421109593536585,1507.698729000056,1515.1198385935925,1.6,1.2,0,2000,4,1
305,10.040102641260546,1533.465020502898,1523.4249178616374,2.4,2.4,0,2000,4,2
306,-0.79202904202225,1504.1142453250666,1504.9062743670888,2.2,1.2,0,2000,4,4
307,50.24567510103179,1514.1370417138946,1463.8913666128628,2.2,0.2,0,2000,4,7
308,-47.647510454414714,1479.981594827571,1527.6291052819856,1.4,2.0,0,2000,4,7
309,22.366393316127414,1545.5425168484164,1523.176123532289,2.6,1.8,0,2000,4,7
310,62.81549373919711,1494.8834779782608,1432.0679842390637,0.6,1.6,0,2000,4,7
